Img	Target_Label	Epsilon	Objective_Value	Label
1	0	0.025	1.4851337736492836	2
1	1	0.025	-0.6928304369554854	2
1	3	0.025	6.631092996574589	2
1	4	0.025	0.4971538852348244	2
1	5	0.025	2.9212208301408698	2
1	6	0.025	4.428080234732583	2
1	7	0.025	4.122346280137451	2
1	8	0.025	4.558735743696053	2
1	9	0.025	1.9615076423061888	2
2	1	0.025	-7.557587120693967	0
2	2	0.025	-7.2740069881360245	0
2	3	0.025	-7.521651800119359	0
2	4	0.025	-6.271303800954976	0
2	5	0.025	-6.63707732913639	0
2	6	0.025	-7.493980694778813	0
2	7	0.025	-7.589133847119232	0
2	8	0.025	-7.4009401153338015	0
2	9	0.025	-7.528620123945219	0
3	0	0.025	-7.472649755335792	4
3	1	0.025	-7.46475863985958	4
3	2	0.025	-7.292256607626181	4
3	3	0.025	-6.283447590641284	4
3	5	0.025	-7.200785646210694	4
3	6	0.025	-6.40486138992188	4
3	7	0.025	-2.6833319786373244	4
3	8	0.025	-3.6566854649785228	4
3	9	0.025	-3.9162736778985847	4
4	0	0.025	4.719155197475763	8
4	1	0.025	5.924326360042523	8
4	2	0.025	5.951409497477931	8
4	3	0.025	7.22928873490755	8
4	4	0.025	0.7258102497206523	8
4	5	0.025	6.040402695842152	8
4	6	0.025	5.087405817596608	8
4	7	0.025	0.046936348742224604	8
4	9	0.025	4.589931424473127	8
5	0	0.025	-7.561199079815693	7
5	1	0.025	-7.55581813983525	7
5	2	0.025	-7.00084511579299	7
5	3	0.025	-7.56924422654098	7
5	4	0.025	-7.458108896975337	7
5	5	0.025	-7.542197338713885	7
5	6	0.025	-7.581205864517249	7
5	8	0.025	-7.593381962408882	7
5	9	0.025	-7.476951968511516	7
6	0	0.025	-6.141135649737747	6
6	1	0.025	-4.4504707301938105	6
6	2	0.025	-2.5577282060633415	6
6	3	0.025	-7.473891455014734	6
6	4	0.025	-1.2304912098130951	6
6	5	0.025	-3.4902287221654436	6
6	7	0.025	-6.539703507985786	6
6	8	0.025	-6.412407656246532	6
6	9	0.025	-7.414898164302516	6
7	1	0.025	-7.5614812289911795	0
